Agent Name,Rating,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Zepto,1.6,32,Hyderabad,Pharmacy,Positive,Medium,Yes,In Stock,3,Correct
Swiggy Instamart,2.2,47,Ahmedabad,Electronics,Negative,Low,Yes,In Stock,3,Incorrect
Zepto,2.5,24,Bangalore,Grocery,Negative,High,Yes,Out of Stock,3,Incorrect
Blinkit,2.1,31,Ahmedabad,Grocery,Neutral,Low,No,In Stock,1,Correct
Zepto,4.6,13,Jaipur,Electronics,Positive,Low,No,In Stock,5,Incorrect
Swiggy Instamart,2.4,22,Hyderabad,Pharmacy,Neutral,Medium,Yes,In Stock,3,Correct
Zepto,4.4,20,Jaipur,Pharmacy,Neutral,Medium,No,In Stock,2,Correct
Swiggy Instamart,3.1,55,Kolkata,Grocery,Neutral,High,No,In Stock,3,Incorrect
Swiggy Instamart,1.7,43,Kolkata,Essentials,Positive,High,Yes,In Stock,5,Incorrect
Blinkit,3.6,46,Pune,Food,Positive,Low,Yes,In Stock,5,Incorrect
Swiggy Instamart,3.3,15,Mumbai,Pharmacy,Positive,Medium,No,In Stock,1,Correct
Blinkit,4.6,40,Jaipur,Grocery,Neutral,Medium,No,Out of Stock,2,Incorrect
Swiggy Instamart,4.2,53,Delhi,Food,Negative,Low,No,Out of Stock,4,Incorrect
Zepto,3.8,33,Pune,Essentials,Neutral,Low,No,Out of Stock,2,Incorrect
Swiggy Instamart,1.2,17,Bangalore,Food,Negative,Low,No,In Stock,2,Incorrect
Zepto,3.7,34,Hyderabad,Electronics,Positive,Medium,No,In Stock,2,Incorrect
Zepto,3.4,26,Mumbai,Food,Neutral,Low,Yes,In Stock,3,Incorrect
Blinkit,4,22,Ahmedabad,Grocery,Neutral,High,No,In Stock,3,Correct
Swiggy Instamart,2.5,59,Lucknow,Pharmacy,Positive,Low,Yes,In Stock,5,Incorrect
Zepto,1.1,10,Ahmedabad,Electronics,Negative,High,Yes,Out of Stock,2,Incorrect
JioMart,4.9,19,Mumbai,Pharmacy,Positive,Low,Yes,Out of Stock,1,Correct
Swiggy Instamart,2.2,10,Bangalore,Electronics,Positive,High,Yes,Out of Stock,5,Incorrect
JioMart,4.5,45,Kolkata,Essentials,Negative,Medium,No,In Stock,5,Correct
Zepto,4.3,32,Mumbai,Food,Positive,Low,No,Out of Stock,4,Correct
Swiggy Instamart,4.7,32,Jaipur,Essentials,Negative,Medium,Yes,Out of Stock,3,Incorrect
Blinkit,3.9,27,Ahmedabad,Pharmacy,Negative,Low,No,In Stock,3,Correct
Swiggy Instamart,3,20,Delhi,Food,Positive,High,No,In Stock,2,Incorrect
Zepto,2.5,28,Delhi,Food,Positive,High,Yes,Out of Stock,1,Correct
JioMart,4.6,42,Bangalore,Electronics,Negative,Medium,No,In Stock,2,Incorrect
Blinkit,1.2,55,Delhi,Electronics,Negative,High,No,In Stock,2,Incorrect
Zepto,3,19,Hyderabad,Electronics,Negative,High,Yes,Out of Stock,3,Correct
JioMart,3.7,11,Delhi,Pharmacy,Negative,Medium,No,In Stock,4,Correct
Blinkit,2.2,26,Pune,Electronics,Positive,Low,No,In Stock,2,Correct
Blinkit,4.6,39,Chennai,Electronics,Negative,Low,No,In Stock,2,Incorrect
Swiggy Instamart,1.1,28,Mumbai,Pharmacy,Neutral,Medium,Yes,In Stock,4,Incorrect
JioMart,3,36,Chennai,Grocery,Positive,Medium,No,In Stock,4,Correct
Blinkit,4.1,38,Hyderabad,Pharmacy,Positive,Low,No,Out of Stock,2,Incorrect
Zepto,4.3,15,Mumbai,Food,Positive,Medium,No,Out of Stock,4,Incorrect
Blinkit,1.3,19,Kolkata,Grocery,Neutral,Low,Yes,In Stock,3,Incorrect
JioMart,3.8,12,Bangalore,Electronics,Neutral,Low,Yes,Out of Stock,5,Correct
Zepto,3.2,13,Jaipur,Food,Negative,Low,Yes,In Stock,3,Correct
JioMart,4.4,17,Ahmedabad,Grocery,Positive,Medium,Yes,In Stock,5,Correct
Swiggy Instamart,3,17,Ahmedabad,Essentials,Negative,Medium,Yes,In Stock,4,Correct
Swiggy Instamart,4.3,56,Hyderabad,Grocery,Neutral,Medium,Yes,In Stock,5,Incorrect
Swiggy Instamart,4.4,48,Chennai,Electronics,Neutral,Medium,Yes,In Stock,3,Incorrect
JioMart,1.3,16,Chennai,Pharmacy,Negative,Medium,No,In Stock,5,Incorrect
Zepto,4.6,50,Lucknow,Food,Negative,Low,No,In Stock,3,Correct
Zepto,4.9,31,Bangalore,Essentials,Neutral,Low,No,In Stock,1,Incorrect
Zepto,2.9,15,Pune,Electronics,Negative,Medium,Yes,In Stock,3,Correct
JioMart,2.1,43,Delhi,Electronics,Negative,Low,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,2.7,20,Kolkata,Essentials,Neutral,High,Yes,Out of Stock,4,Incorrect
Zepto,3.4,37,Lucknow,Food,Positive,Medium,No,In Stock,5,Incorrect
Blinkit,2.6,58,Jaipur,Food,Neutral,Low,No,In Stock,3,Correct
Zepto,1.6,22,Bangalore,Essentials,Negative,High,Yes,In Stock,2,Incorrect
Swiggy Instamart,3.2,37,Chennai,Essentials,Negative,Low,No,Out of Stock,3,Correct
Blinkit,2.5,16,Mumbai,Grocery,Negative,Low,Yes,In Stock,2,Incorrect
Swiggy Instamart,1.7,60,Kolkata,Pharmacy,Negative,High,No,Out of Stock,1,Incorrect
Zepto,4.3,38,Kolkata,Essentials,Positive,Low,Yes,Out of Stock,2,Incorrect
JioMart,4.1,24,Pune,Food,Neutral,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,2.4,29,Bangalore,Electronics,Neutral,High,Yes,In Stock,4,Correct
Blinkit,2.2,22,Bangalore,Electronics,Negative,High,Yes,Out of Stock,3,Correct
Swiggy Instamart,3.9,22,Mumbai,Grocery,Neutral,High,Yes,Out of Stock,3,Correct
Blinkit,1.4,59,Lucknow,Electronics,Neutral,High,Yes,In Stock,5,Correct
Zepto,2.3,35,Ahmedabad,Pharmacy,Positive,High,Yes,In Stock,3,Correct
Blinkit,2.2,14,Chennai,Grocery,Neutral,Medium,Yes,Out of Stock,5,Correct
Blinkit,1.9,34,Lucknow,Grocery,Negative,High,Yes,In Stock,4,Correct
Swiggy Instamart,4.7,55,Kolkata,Pharmacy,Negative,Medium,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,1.8,54,Pune,Pharmacy,Negative,Low,Yes,In Stock,4,Incorrect
Blinkit,1.1,58,Pune,Grocery,Neutral,High,No,In Stock,1,Incorrect
JioMart,1.3,52,Ahmedabad,Essentials,Negative,Low,Yes,In Stock,1,Incorrect
Swiggy Instamart,4.2,26,Delhi,Food,Positive,Medium,Yes,In Stock,3,Incorrect
Blinkit,4.6,34,Kolkata,Food,Negative,High,No,In Stock,5,Correct
Blinkit,2.5,10,Delhi,Food,Neutral,Medium,Yes,In Stock,5,Incorrect
Swiggy Instamart,3,16,Delhi,Food,Neutral,High,Yes,Out of Stock,1,Correct
Swiggy Instamart,3.5,49,Bangalore,Electronics,Neutral,Medium,Yes,In Stock,1,Incorrect
Swiggy Instamart,2.7,25,Chennai,Essentials,Positive,High,No,In Stock,1,Correct
Blinkit,3.5,55,Chennai,Electronics,Negative,Medium,Yes,Out of Stock,4,Correct
Blinkit,4.6,48,Mumbai,Grocery,Neutral,Low,No,In Stock,3,Correct
Swiggy Instamart,4.2,26,Mumbai,Food,Neutral,Medium,No,Out of Stock,1,Incorrect
Zepto,2.2,53,Kolkata,Essentials,Negative,Medium,No,In Stock,2,Incorrect
Zepto,1.1,27,Delhi,Food,Neutral,Low,Yes,In Stock,3,Incorrect
Zepto,3.2,48,Chennai,Food,Positive,Medium,Yes,In Stock,2,Incorrect
Swiggy Instamart,1.9,47,Delhi,Pharmacy,Negative,Medium,Yes,In Stock,2,Incorrect
JioMart,1.5,18,Hyderabad,Electronics,Positive,Low,Yes,Out of Stock,2,Correct
Swiggy Instamart,1.3,51,Lucknow,Food,Neutral,Low,No,In Stock,3,Correct
Blinkit,2.2,42,Pune,Electronics,Positive,Medium,Yes,In Stock,3,Correct
JioMart,4.6,55,Jaipur,Pharmacy,Positive,High,Yes,In Stock,4,Incorrect
JioMart,1.9,20,Pune,Essentials,Positive,Low,Yes,In Stock,2,Correct
JioMart,4.7,60,Mumbai,Essentials,Negative,Medium,Yes,In Stock,5,Correct
Zepto,2.4,60,Lucknow,Grocery,Neutral,Low,Yes,In Stock,3,Incorrect
JioMart,1.4,21,Lucknow,Grocery,Positive,Low,Yes,Out of Stock,2,Incorrect
Blinkit,4.2,60,Lucknow,Pharmacy,Positive,High,Yes,In Stock,1,Incorrect
Zepto,1.6,12,Bangalore,Essentials,Neutral,High,No,In Stock,1,Correct
Swiggy Instamart,2.8,29,Jaipur,Electronics,Positive,Medium,No,In Stock,5,Correct
Swiggy Instamart,2,22,Jaipur,Essentials,Positive,High,No,In Stock,1,Incorrect
JioMart,1.3,20,Pune,Essentials,Positive,High,Yes,Out of Stock,3,Correct
JioMart,2.9,32,Mumbai,Pharmacy,Positive,High,No,In Stock,2,Correct
Zepto,4.7,10,Kolkata,Electronics,Positive,Low,No,In Stock,5,Incorrect
Swiggy Instamart,4,27,Pune,Grocery,Negative,Medium,No,Out of Stock,2,Incorrect
Zepto,1.1,32,Jaipur,Pharmacy,Neutral,High,No,In Stock,4,Correct
JioMart,3.2,44,Pune,Electronics,Neutral,Medium,No,In Stock,5,Correct
Zepto,4.3,44,Kolkata,Food,Negative,Medium,No,Out of Stock,4,Incorrect
JioMart,3.5,59,Bangalore,Pharmacy,Neutral,High,Yes,In Stock,2,Correct
Zepto,1.9,28,Kolkata,Grocery,Negative,High,Yes,In Stock,5,Incorrect
Swiggy Instamart,3.6,54,Lucknow,Electronics,Neutral,Low,No,In Stock,4,Correct
Zepto,3.3,20,Pune,Pharmacy,Positive,High,No,In Stock,4,Correct
JioMart,2.3,47,Pune,Electronics,Negative,Medium,No,Out of Stock,1,Incorrect
JioMart,2.7,53,Lucknow,Electronics,Neutral,High,No,Out of Stock,5,Correct
Zepto,4.9,35,Pune,Electronics,Neutral,Low,Yes,In Stock,1,Incorrect
JioMart,1.1,40,Mumbai,Essentials,Neutral,Medium,Yes,Out of Stock,2,Correct
Swiggy Instamart,3.8,16,Lucknow,Essentials,Neutral,High,Yes,Out of Stock,3,Correct
JioMart,3.2,52,Bangalore,Essentials,Negative,Low,Yes,Out of Stock,5,Correct
Swiggy Instamart,4.9,58,Bangalore,Pharmacy,Positive,High,No,Out of Stock,3,Incorrect
Swiggy Instamart,3.1,56,Pune,Electronics,Neutral,High,Yes,Out of Stock,5,Incorrect
Swiggy Instamart,5,13,Delhi,Grocery,Neutral,Medium,No,Out of Stock,4,Correct
JioMart,1,39,Delhi,Electronics,Neutral,High,Yes,In Stock,2,Incorrect
Blinkit,4.3,25,Pune,Grocery,Neutral,High,Yes,In Stock,5,Incorrect
Swiggy Instamart,4.3,36,Delhi,Food,Negative,High,No,Out of Stock,4,Incorrect
Blinkit,2.8,24,Jaipur,Pharmacy,Neutral,Medium,No,Out of Stock,4,Correct
Blinkit,4.9,13,Ahmedabad,Grocery,Negative,Low,No,In Stock,5,Correct
Blinkit,3.4,60,Delhi,Electronics,Negative,Low,Yes,In Stock,3,Incorrect
Zepto,2.9,45,Lucknow,Electronics,Positive,Low,Yes,Out of Stock,1,Incorrect
Zepto,2.6,29,Pune,Electronics,Negative,High,Yes,Out of Stock,3,Correct
JioMart,2.6,17,Chennai,Essentials,Negative,Low,Yes,In Stock,1,Correct
Zepto,3.8,37,Lucknow,Food,Neutral,Medium,No,In Stock,5,Incorrect
Swiggy Instamart,3.3,22,Ahmedabad,Electronics,Neutral,Medium,No,Out of Stock,5,Correct
JioMart,1.1,23,Kolkata,Grocery,Positive,Medium,Yes,Out of Stock,5,Incorrect
Swiggy Instamart,2.1,35,Mumbai,Pharmacy,Positive,Low,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,4.7,47,Hyderabad,Essentials,Neutral,Low,Yes,In Stock,2,Correct
Blinkit,1.1,24,Mumbai,Food,Negative,High,Yes,Out of Stock,2,Incorrect
Blinkit,1.8,36,Chennai,Pharmacy,Neutral,High,Yes,In Stock,5,Correct
Blinkit,1.5,12,Jaipur,Food,Negative,Low,Yes,Out of Stock,3,Correct
JioMart,2.2,19,Bangalore,Pharmacy,Negative,Low,No,In Stock,4,Correct
Zepto,1.6,46,Jaipur,Food,Negative,High,No,In Stock,3,Correct
JioMart,1.6,35,Mumbai,Pharmacy,Positive,Low,No,Out of Stock,5,Incorrect
JioMart,2.1,11,Bangalore,Essentials,Negative,Low,Yes,Out of Stock,5,Correct
Blinkit,1.1,48,Delhi,Electronics,Neutral,Low,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,3.2,14,Lucknow,Electronics,Neutral,Low,No,In Stock,2,Incorrect
Blinkit,1.9,50,Chennai,Electronics,Neutral,High,No,In Stock,5,Incorrect
JioMart,4.8,45,Jaipur,Electronics,Negative,Medium,Yes,Out of Stock,2,Incorrect
JioMart,1.6,50,Pune,Electronics,Positive,Medium,No,In Stock,5,Incorrect
Zepto,3.4,60,Chennai,Electronics,Negative,High,No,Out of Stock,4,Correct
JioMart,2.1,16,Delhi,Grocery,Negative,Medium,No,Out of Stock,4,Incorrect
Zepto,1.7,54,Ahmedabad,Pharmacy,Negative,Medium,No,Out of Stock,1,Incorrect
Zepto,3.4,40,Chennai,Grocery,Negative,Medium,Yes,Out of Stock,1,Incorrect
Blinkit,2.3,17,Chennai,Grocery,Positive,High,No,In Stock,3,Correct
JioMart,2.2,47,Delhi,Essentials,Negative,Low,Yes,In Stock,1,Incorrect
JioMart,2.7,26,Bangalore,Grocery,Neutral,High,No,In Stock,5,Incorrect
Zepto,4.5,59,Ahmedabad,Electronics,Neutral,Medium,No,Out of Stock,4,Incorrect
Zepto,2,22,Ahmedabad,Grocery,Neutral,High,No,Out of Stock,4,Incorrect
JioMart,1.1,11,Mumbai,Pharmacy,Positive,High,No,Out of Stock,3,Correct
Swiggy Instamart,1.7,52,Mumbai,Grocery,Negative,Low,Yes,In Stock,4,Incorrect
Zepto,1.5,48,Hyderabad,Electronics,Negative,Medium,Yes,Out of Stock,4,Correct
JioMart,3.6,55,Hyderabad,Food,Positive,Medium,No,Out of Stock,2,Incorrect
Zepto,1.1,12,Lucknow,Grocery,Neutral,High,Yes,Out of Stock,3,Incorrect
Zepto,4.9,32,Pune,Essentials,Positive,High,Yes,Out of Stock,5,Incorrect
JioMart,4.4,19,Chennai,Electronics,Neutral,High,No,Out of Stock,3,Incorrect
Blinkit,1,39,Delhi,Electronics,Negative,Low,No,Out of Stock,2,Correct
Blinkit,2.3,56,Chennai,Grocery,Positive,Low,Yes,Out of Stock,3,Correct
Blinkit,2.2,25,Hyderabad,Pharmacy,Neutral,Medium,No,Out of Stock,3,Correct
JioMart,2.4,54,Hyderabad,Food,Negative,Medium,No,Out of Stock,4,Correct
Swiggy Instamart,4.1,24,Kolkata,Food,Neutral,High,No,In Stock,2,Incorrect
Blinkit,1.2,54,Mumbai,Food,Positive,Medium,Yes,Out of Stock,5,Incorrect
Blinkit,2.7,38,Pune,Grocery,Negative,Low,Yes,In Stock,5,Correct
JioMart,1.1,20,Pune,Electronics,Positive,High,No,In Stock,2,Incorrect
JioMart,4.7,45,Hyderabad,Pharmacy,Positive,High,Yes,Out of Stock,3,Correct
Swiggy Instamart,2.1,22,Lucknow,Pharmacy,Neutral,Low,No,In Stock,5,Incorrect
Swiggy Instamart,3.9,42,Bangalore,Grocery,Negative,High,No,Out of Stock,2,Incorrect
JioMart,3.5,56,Ahmedabad,Food,Positive,Low,No,Out of Stock,1,Incorrect
Blinkit,1,11,Lucknow,Food,Negative,Low,Yes,Out of Stock,3,Correct
Swiggy Instamart,4.8,14,Hyderabad,Food,Negative,Low,Yes,In Stock,1,Incorrect
Blinkit,2.9,30,Mumbai,Pharmacy,Negative,High,No,In Stock,3,Incorrect
Zepto,3.1,55,Chennai,Grocery,Neutral,High,Yes,Out of Stock,4,Incorrect
Zepto,3.5,60,Kolkata,Food,Negative,Medium,No,In Stock,3,Correct
JioMart,3.2,20,Hyderabad,Electronics,Negative,Medium,Yes,Out of Stock,3,Correct
JioMart,1.1,39,Ahmedabad,Grocery,Positive,Medium,No,In Stock,2,Incorrect
Swiggy Instamart,2,36,Lucknow,Electronics,Neutral,High,Yes,In Stock,4,Incorrect
Swiggy Instamart,1.8,19,Kolkata,Pharmacy,Neutral,Low,Yes,In Stock,5,Incorrect
Blinkit,3.5,45,Pune,Pharmacy,Negative,Medium,No,In Stock,2,Correct
Zepto,1.5,31,Pune,Food,Negative,Low,Yes,In Stock,3,Incorrect
JioMart,4,55,Ahmedabad,Food,Positive,Low,No,In Stock,3,Correct
JioMart,4.7,11,Lucknow,Pharmacy,Negative,Medium,No,In Stock,2,Correct
JioMart,1.8,33,Kolkata,Grocery,Negative,High,Yes,In Stock,1,Incorrect
Zepto,3,15,Lucknow,Electronics,Neutral,Low,Yes,In Stock,2,Correct
Blinkit,1.1,49,Chennai,Food,Negative,Low,Yes,In Stock,1,Incorrect
Blinkit,5,15,Kolkata,Food,Positive,Medium,Yes,In Stock,2,Correct
Blinkit,3.3,13,Hyderabad,Grocery,Positive,High,Yes,In Stock,3,Incorrect
JioMart,1.9,50,Mumbai,Pharmacy,Neutral,Low,No,In Stock,3,Incorrect
JioMart,4.1,47,Chennai,Food,Negative,High,No,Out of Stock,2,Correct
Blinkit,2.5,10,Lucknow,Pharmacy,Neutral,Low,No,In Stock,1,Incorrect
Zepto,2.7,18,Ahmedabad,Electronics,Neutral,High,Yes,Out of Stock,2,Correct
JioMart,2.8,52,Hyderabad,Pharmacy,Positive,Low,Yes,In Stock,5,Incorrect
Swiggy Instamart,2.3,31,Kolkata,Essentials,Negative,Medium,Yes,Out of Stock,5,Correct
Blinkit,2.9,44,Delhi,Electronics,Negative,Low,Yes,In Stock,5,Correct
JioMart,1.6,60,Mumbai,Food,Positive,Low,Yes,Out of Stock,4,Incorrect
Zepto,1.9,47,Pune,Food,Positive,Low,No,Out of Stock,1,Incorrect
Swiggy Instamart,4.1,53,Delhi,Food,Negative,Medium,No,In Stock,2,Correct
Zepto,3.5,58,Bangalore,Pharmacy,Neutral,Low,Yes,Out of Stock,4,Correct
Swiggy Instamart,3.4,40,Lucknow,Electronics,Positive,Low,No,In Stock,3,Correct
Zepto,4.2,38,Mumbai,Essentials,Negative,Low,No,In Stock,1,Correct
Blinkit,2.9,60,Bangalore,Pharmacy,Positive,Medium,Yes,In Stock,4,Incorrect
JioMart,4.4,20,Hyderabad,Pharmacy,Neutral,High,Yes,In Stock,5,Incorrect
Blinkit,3,48,Ahmedabad,Electronics,Neutral,High,No,Out of Stock,2,Correct
Swiggy Instamart,3.3,60,Pune,Electronics,Positive,High,No,In Stock,3,Correct
Blinkit,4.4,50,Bangalore,Food,Positive,Low,Yes,Out of Stock,1,Correct
JioMart,1.7,21,Bangalore,Food,Positive,High,No,In Stock,1,Incorrect
Blinkit,4.7,39,Jaipur,Grocery,Positive,Medium,Yes,Out of Stock,4,Incorrect
Blinkit,2.4,42,Ahmedabad,Essentials,Negative,Low,No,In Stock,4,Incorrect
Blinkit,2.7,46,Lucknow,Food,Negative,Medium,No,Out of Stock,5,Incorrect
Zepto,3,18,Hyderabad,Pharmacy,Neutral,Medium,Yes,In Stock,5,Correct
Zepto,4.9,30,Pune,Essentials,Neutral,Medium,No,In Stock,5,Correct
Zepto,3.4,13,Kolkata,Pharmacy,Positive,Medium,Yes,In Stock,4,Incorrect
Zepto,2.8,31,Mumbai,Essentials,Neutral,Medium,Yes,In Stock,5,Incorrect
Swiggy Instamart,4.6,52,Bangalore,Food,Negative,High,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,1.2,42,Kolkata,Electronics,Neutral,Medium,Yes,In Stock,2,Incorrect
Swiggy Instamart,4.1,33,Pune,Food,Negative,Low,Yes,In Stock,4,Correct
Swiggy Instamart,1.9,46,Delhi,Electronics,Neutral,High,Yes,Out of Stock,5,Correct
JioMart,1.2,45,Jaipur,Electronics,Positive,Low,Yes,In Stock,1,Incorrect
Swiggy Instamart,4.1,53,Hyderabad,Electronics,Negative,Low,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,5,47,Hyderabad,Essentials,Neutral,Medium,No,Out of Stock,4,Incorrect
Blinkit,3.7,15,Jaipur,Pharmacy,Positive,High,Yes,In Stock,2,Correct
Blinkit,1.3,22,Bangalore,Grocery,Negative,High,Yes,In Stock,2,Incorrect
Swiggy Instamart,4.9,53,Hyderabad,Essentials,Positive,High,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,3.7,34,Chennai,Pharmacy,Neutral,Low,Yes,Out of Stock,3,Correct
Swiggy Instamart,3.6,52,Mumbai,Grocery,Negative,Low,No,In Stock,2,Incorrect
Swiggy Instamart,1.4,14,Jaipur,Grocery,Negative,Low,Yes,In Stock,4,Incorrect
Swiggy Instamart,4.5,24,Chennai,Essentials,Negative,Medium,No,In Stock,5,Correct
Blinkit,1,18,Chennai,Grocery,Negative,High,Yes,Out of Stock,1,Correct
JioMart,3.5,43,Hyderabad,Grocery,Negative,High,No,In Stock,4,Incorrect
JioMart,3.7,39,Hyderabad,Food,Negative,Low,Yes,Out of Stock,2,Correct
Zepto,4.3,10,Ahmedabad,Food,Neutral,Low,Yes,In Stock,1,Correct
Blinkit,1.3,46,Pune,Food,Positive,Medium,Yes,Out of Stock,1,Incorrect
Blinkit,4.3,58,Mumbai,Food,Positive,High,No,Out of Stock,3,Incorrect
Zepto,2.9,25,Mumbai,Essentials,Negative,Low,No,Out of Stock,2,Incorrect
JioMart,3.1,19,Jaipur,Electronics,Neutral,Medium,Yes,Out of Stock,2,Correct
Blinkit,1.9,49,Ahmedabad,Food,Negative,Low,No,In Stock,5,Correct
Swiggy Instamart,3,56,Delhi,Essentials,Neutral,High,Yes,Out of Stock,4,Correct
Zepto,4.1,57,Chennai,Electronics,Positive,Medium,No,Out of Stock,2,Correct
JioMart,4.3,10,Pune,Pharmacy,Positive,High,No,Out of Stock,4,Incorrect
Zepto,2.1,31,Pune,Essentials,Negative,High,No,Out of Stock,3,Correct
Zepto,1.5,35,Jaipur,Grocery,Positive,High,No,In Stock,4,Incorrect
JioMart,3.8,11,Hyderabad,Essentials,Neutral,High,No,Out of Stock,2,Correct
Blinkit,4,45,Hyderabad,Electronics,Neutral,Low,Yes,In Stock,3,Correct
JioMart,4.9,33,Mumbai,Electronics,Negative,Medium,Yes,In Stock,3,Correct
Zepto,4.3,52,Lucknow,Food,Negative,High,Yes,Out of Stock,5,Correct
JioMart,3.5,54,Mumbai,Grocery,Neutral,Low,Yes,In Stock,2,Incorrect
Zepto,3.7,26,Bangalore,Food,Positive,High,Yes,Out of Stock,3,Correct
Swiggy Instamart,2.4,42,Kolkata,Food,Positive,Medium,No,In Stock,3,Correct
JioMart,2.9,39,Delhi,Electronics,Positive,High,Yes,In Stock,5,Incorrect
JioMart,1.1,19,Hyderabad,Electronics,Neutral,High,No,In Stock,4,Correct
JioMart,4.9,33,Hyderabad,Electronics,Negative,Low,No,In Stock,3,Correct
Swiggy Instamart,1.2,20,Jaipur,Essentials,Neutral,High,No,Out of Stock,5,Incorrect
Zepto,3.3,27,Delhi,Essentials,Negative,Medium,No,Out of Stock,5,Correct
JioMart,2.1,42,Jaipur,Grocery,Positive,High,Yes,Out of Stock,4,Correct
Blinkit,1.9,12,Pune,Grocery,Negative,Low,Yes,Out of Stock,1,Correct
Swiggy Instamart,1.1,18,Mumbai,Electronics,Positive,Medium,No,Out of Stock,3,Correct
Zepto,3.2,44,Jaipur,Food,Positive,Low,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,3.5,11,Ahmedabad,Food,Neutral,Medium,Yes,Out of Stock,2,Incorrect
JioMart,3.2,48,Lucknow,Food,Positive,Low,Yes,In Stock,2,Incorrect
Blinkit,4,56,Ahmedabad,Grocery,Positive,High,Yes,In Stock,3,Incorrect
Zepto,4.4,10,Ahmedabad,Food,Neutral,Medium,No,Out of Stock,2,Correct
Swiggy Instamart,1.1,17,Ahmedabad,Food,Negative,High,No,Out of Stock,4,Correct
Swiggy Instamart,2.5,34,Jaipur,Essentials,Neutral,High,No,Out of Stock,2,Incorrect
JioMart,2.8,14,Hyderabad,Essentials,Negative,Low,Yes,Out of Stock,5,Incorrect
Blinkit,1.8,55,Pune,Pharmacy,Positive,Low,No,In Stock,5,Correct
Swiggy Instamart,1.8,17,Hyderabad,Electronics,Neutral,Low,No,Out of Stock,5,Incorrect
Swiggy Instamart,3.9,41,Kolkata,Food,Positive,Low,Yes,In Stock,3,Correct
Swiggy Instamart,3.3,16,Mumbai,Pharmacy,Positive,High,No,In Stock,5,Incorrect
Swiggy Instamart,3,56,Mumbai,Essentials,Negative,Medium,No,Out of Stock,5,Incorrect
Swiggy Instamart,2,32,Lucknow,Food,Positive,High,Yes,Out of Stock,4,Incorrect
Zepto,2.2,32,Bangalore,Grocery,Negative,High,Yes,In Stock,1,Correct
Swiggy Instamart,4.3,39,Mumbai,Grocery,Neutral,Low,No,Out of Stock,1,Correct
Blinkit,3.4,23,Lucknow,Pharmacy,Negative,Medium,Yes,Out of Stock,5,Correct
Swiggy Instamart,3.2,14,Hyderabad,Grocery,Positive,Low,Yes,In Stock,4,Incorrect
Zepto,1.7,29,Ahmedabad,Pharmacy,Negative,Low,Yes,In Stock,1,Correct
Swiggy Instamart,3.2,27,Chennai,Food,Positive,High,Yes,In Stock,4,Correct
Zepto,1.1,23,Hyderabad,Electronics,Neutral,Medium,Yes,In Stock,2,Incorrect
Zepto,2.8,60,Mumbai,Electronics,Positive,Medium,Yes,Out of Stock,1,Incorrect
Zepto,1.3,46,Lucknow,Food,Positive,Medium,No,Out of Stock,1,Incorrect
Blinkit,3.3,12,Ahmedabad,Grocery,Neutral,High,No,Out of Stock,3,Correct
Zepto,3.1,43,Hyderabad,Essentials,Positive,High,Yes,Out of Stock,4,Correct
Swiggy Instamart,1.3,22,Lucknow,Grocery,Negative,High,No,In Stock,4,Incorrect
Swiggy Instamart,2.3,21,Hyderabad,Pharmacy,Neutral,Medium,Yes,In Stock,5,Correct
JioMart,2.7,55,Chennai,Food,Neutral,Medium,Yes,In Stock,1,Incorrect
Blinkit,2,55,Jaipur,Essentials,Negative,Medium,No,Out of Stock,5,Correct
Blinkit,1.8,33,Chennai,Grocery,Positive,High,Yes,Out of Stock,1,Incorrect
JioMart,3.2,24,Pune,Food,Negative,Low,No,In Stock,4,Correct
Blinkit,4.4,17,Kolkata,Food,Positive,High,Yes,Out of Stock,5,Correct
Swiggy Instamart,3.4,21,Hyderabad,Pharmacy,Negative,Medium,No,Out of Stock,4,Incorrect
JioMart,4.8,54,Delhi,Food,Positive,Medium,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,4,55,Hyderabad,Food,Neutral,Low,No,Out of Stock,2,Incorrect
Blinkit,3.4,45,Lucknow,Food,Negative,Medium,No,Out of Stock,3,Incorrect
Zepto,1.1,56,Kolkata,Grocery,Neutral,Low,No,Out of Stock,2,Correct
JioMart,2.3,14,Ahmedabad,Electronics,Negative,Low,No,In Stock,4,Incorrect
Blinkit,1.6,57,Bangalore,Grocery,Positive,High,Yes,In Stock,1,Incorrect
Swiggy Instamart,4.4,12,Pune,Essentials,Negative,Low,No,Out of Stock,3,Incorrect
JioMart,4.2,32,Pune,Essentials,Negative,High,No,Out of Stock,4,Correct
Swiggy Instamart,3.3,47,Chennai,Essentials,Negative,High,Yes,In Stock,5,Correct
JioMart,2.9,17,Chennai,Food,Positive,High,Yes,Out of Stock,4,Correct
